id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
26274545,"Flat bonito, nuevo y tranquilo CENTRO",37406182,Bea,CAMPANAR,LES TENDETES,39.48535,-0.38751,Entire home/apt,42,4,9,2018-09-06,1.18,5,0
26275833,ARTS & SCIENCES Apartment,151054600,Dulce,CAMINS AL GRAU,CAMI FONDO,39.46582,-0.35401,Entire home/apt,93,2,5,2018-11-19,0.77,3,353
26300027,SUNNY DUPLEX LOFT + TERRACE & PUBLIC POOL WIFI 50M,197745701,Jose,PATRAIX,VARA DE QUART,39.46017,-0.41372,Entire home/apt,50,2,13,2018-11-19,1.65,1,172
26302714,Apartamento con vistas al mar,54660329,Olena,POBLATS DEL SUD,EL PERELLONET,39.30531,-0.29234,Entire home/apt,60,2,1,2018-10-11,0.21,2,1
26313421,Habitación Casa Histórica Benimaclet,134842657,Carlos,BENIMACLET,BENIMACLET,39.48559,-0.36128,Private room,16,2,12,2018-12-18,1.52,3,353
26313823,Habitación privada para verano,20155414,Keny,ALGIROS,CIUTAT JARDI,39.47437,-0.34398,Private room,84,1,1,2018-06-27,0.12,1,89
26315000,FLAT BARGAIN FOR SUMMER!!!!!,14491827,Javier,ALGIROS,L'AMISTAT,39.47383,-0.35184,Entire home/apt,35,4,3,2018-08-17,0.38,1,180
26317248,Perfect apt on the shores of the Mediterranean!,197858968,Isabel,POBLATS DEL SUD,EL PERELLONET,39.30704,-0.29278,Entire home/apt,70,2,4,2018-09-16,0.64,1,103
26321181,"PENTHOUSE/ATICO cerca centro ,metro en puerta.",126243552,Karmela,L'OLIVERETA,NOU MOLES,39.47025,-0.39932,Entire home/apt,42,1,50,2019-02-24,6.36,1,147
26322848,Piso junto al tranvía y a 9 minutos del centro,197951846,Marie Emmanuel,LA SAIDIA,MORVEDRE,39.48567,-0.37738,Entire home/apt,50,2,4,2018-08-14,0.51,1,83
26328125,Room&private bathroom cerca Ruzafa LGTB Friendly,198001169,Angeles,QUATRE CARRERES,EN CORTS,39.45754,-0.37006,Private room,24,2,51,2019-02-18,6.40,2,79
26331477,Habitación lujo privada especial. oceanografico,195184288,Karina Mercedes,CAMINS AL GRAU,PENYA-ROJA,39.45563,-0.34571,Private room,40,1,1,2019-01-29,1,6,332
26332816,VALENCIA APARTAMENTOS,198028001,Apartamentos Valencia - Remunta 6,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47357,-0.32905,Entire home/apt,50,2,20,2019-02-17,2.82,1,208
26333049,"Apartamento en Valencia,  zona universitaria",38474331,Carlos,ALGIROS,LA CARRASCA,39.47341,-0.33989,Entire home/apt,38,2,13,2019-01-31,1.75,1,83
26341806,Apartamento para 8pax con vistas increíbles al mar,198115580,Macardaru Apartamentos,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46382,-0.32937,Entire home/apt,85,2,15,2019-02-11,1.97,1,84
26343457,Room con balcón y WIFI cerca Russafa.LGTB Friendly,198001169,Angeles,QUATRE CARRERES,EN CORTS,39.45754,-0.3689,Private room,24,2,39,2019-02-26,5.25,2,63
26344542,1. Loft cerca de universidades y la playa.,198132065,Javier,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47345,-0.33338,Entire home/apt,55,2,33,2019-02-24,4.19,2,251
26346612,Rincón de Tintín - Ruzafa - Wifi 5G,157120191,Victor,L'EIXAMPLE,RUSSAFA,39.4595,-0.3735,Entire home/apt,55,2,18,2019-02-25,2.38,2,291
26353756,CASA CON TERRAZAS Y PISCINA,6379271,Ana,POBLATS MARITIMS,LA MALVA-ROSA,39.48462,-0.32962,Entire home/apt,135,5,0,,,1,0
26358124,A 5 min de Valencia centro con WIFI.,191191961,Balbi,POBLATS DEL SUD,LA TORRE,39.42381,-0.39327,Entire home/apt,40,2,10,2019-01-14,1.46,1,66
26358319,Geography and Arts. Bed and breakfast.,56721237,Jorge,QUATRE CARRERES,MONT-OLIVET,39.46048,-0.36191,Private room,36,2,0,,,2,307
26359467,Geography n Arts. Bed and Breakfast.,56721237,Jorge,QUATRE CARRERES,MONT-OLIVET,39.46102,-0.36198,Private room,35,2,0,,,2,307
26360246,★Ruzafa/City Center★Comfortable|5bed|Sunny|C-Air,5720816,Marta,L'EIXAMPLE,RUSSAFA,39.46259,-0.37211,Entire home/apt,75,2,26,2019-02-27,3.21,1,141
26362099,"Bello, céntrico, completo y cercano h/6 huéspedes",180270071,Jose Domingo,CAMINS AL GRAU,AIORA,39.46293,-0.34042,Entire home/apt,49,1,30,2019-02-21,4.02,1,241
26362176,"Glinka, Friendly Rentals",102947901,Claudia,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47003,-0.3295,Entire home/apt,50,1,0,,,43,337
26364506,MALVARROSA PLAYA VALENCIA BEACH CAVITE,198262793,Sean,POBLATS MARITIMS,LA MALVA-ROSA,39.48166,-0.32764,Entire home/apt,99,3,1,2018-08-06,0.14,1,263
26373312,Casa unifamiliar al lado de la playa,198334587,Rafael,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4738,-0.3278,Entire home/apt,100,3,1,2019-01-15,0.67,2,42
26373667,Valencia Stilish Home with View,198336872,Mia,CIUTAT VELLA,EL CARME,39.4784,-0.37947,Entire home/apt,70,2,24,2019-02-18,3.50,2,102
26378476,"Cruz del Sur, stylish apartment in central Ruzafa",21035136,Ken,L'EIXAMPLE,RUSSAFA,39.46214,-0.37471,Entire home/apt,90,3,13,2019-02-04,1.90,6,78
26384636,Apartment with swimming pool child-friendly,198401263,MaestroRodrigo,CAMPANAR,SANT PAU,39.48758,-0.40472,Entire home/apt,50,2,1,2018-08-25,0.16,1,81
26385323,APARTAMENTO  PLAYA DE LA MALVARROSA,86256678,Jose Pascual,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47133,-0.32954,Entire home/apt,55,2,15,2018-08-31,1.85,1,89
26385641,Habitación privada a 500 metros de la playa.,198408869,Sharon,CAMINS AL GRAU,AIORA,39.4658,-0.35007,Private room,50,1,16,2018-08-27,1.98,1,310
26386531,Cozy room for students in La Zaidía,172993215,Help,LA SAIDIA,TRINITAT,39.48198,-0.36871,Private room,22,7,0,,,65,242
26388001,2 Rooms in a flat,138046711,Jaafar,POBLATS MARITIMS,LA MALVA-ROSA,39.47826,-0.32728,Private room,45,1,2,2018-07-15,0.26,3,74
26389061,Habitación de dos camas para dos personas,184361061,Marisa,CAMINS AL GRAU,CAMI FONDO,39.46562,-0.35544,Private room,40,7,0,,,2,83
26391601,Casa al lado de la playa y en la ciudad de Valenci,198334587,Rafael,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.4686,-0.32784,Entire home/apt,100,5,0,,,2,29
26391647,HABITACIÓN IDEAL EN ATICO DÚPLEX,174393126,Maite,EXTRAMURS,LA ROQUETA,39.46797,-0.38285,Private room,30,1,0,,,2,360
26403291,Sunny Flat near a Playground in a Historic Neighborhood,12044109,Invalencia,EXTRAMURS,EL BOTANIC,39.47749,-0.38532,Entire home/apt,95,2,7,2018-11-04,0.89,8,248
26405420,CA MARÍA,198185545,Javier,POBLATS MARITIMS,LA MALVA-ROSA,39.48097,-0.32675,Entire home/apt,98,4,7,2018-12-03,1.17,1,226
26408966,PISO VACACIONAL  EN LA PLAYA  MALVARROSA EN VLC..,194250047,Raul,POBLATS MARITIMS,LA MALVA-ROSA,39.48292,-0.32829,Entire home/apt,100,3,4,2018-12-31,0.56,2,82
26410109,Spacious room for students in La Zaidía,172993215,Help,LA SAIDIA,TRINITAT,39.48202,-0.3694,Private room,23,7,0,,,65,242
26411749,Cozy studio in Valencia for 2PAX,198176743,Ricardo,L'EIXAMPLE,RUSSAFA,39.46134,-0.36852,Entire home/apt,39,2,18,2019-02-05,2.34,1,95
26418187,Very bright loft 5min from the BEACH,198645407,Jose Benlliure,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46441,-0.33001,Entire home/apt,60,2,16,2019-02-10,2.16,1,69
26421778,Coqueta habitacion privada playa cabañal,198671194,Josefa,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46949,-0.3266,Private room,23,2,31,2019-02-24,3.94,1,72
26422651,2. Luminoso apartamento cerca de la playa,198132065,Javier,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47388,-0.33349,Entire home/apt,55,2,22,2019-02-25,2.95,2,226
26424911,Habitación privada Apto. luminoso Ciudad  Ciencias,198687307,Julio,QUATRE CARRERES,NA ROVELLA,39.45358,-0.36517,Private room,18,1,6,2018-11-19,0.76,3,240
26432646,Beach Loft,126292570,Alejandro,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46511,-0.32933,Entire home/apt,55,3,6,2019-02-27,0.84,1,319
26433602,Nice Apartment Ruzafa Valencia,198626073,Antonio,L'EIXAMPLE,RUSSAFA,39.4625,-0.37659,Entire home/apt,79,2,13,2018-12-10,1.78,1,145
26434245,Ático duplex con terraza en el centro histórico,10959379,Victoria,CIUTAT VELLA,EL CARME,39.47914,-0.38011,Entire home/apt,90,4,8,2018-12-03,1.21,6,293
26437647,MAGNIFICO APARTAMENTO REHABILITADO 2,53067535,Jaime,CAMPANAR,LES TENDETES,39.4831,-0.38655,Entire home/apt,50,3,4,2018-08-11,0.54,1,27
26440907,"ABC, Friendly Rentals",102947901,Claudia,CIUTAT VELLA,EL MERCAT,39.47323,-0.37681,Entire home/apt,50,1,0,,,43,339
26443197,SPECTACULAR FRONT COLON MARKET. SUPERCOOL,3711511,Mariam,L'EIXAMPLE,EL PLA DEL REMEI,39.47011,-0.36854,Entire home/apt,44,1,37,2019-02-13,4.63,14,41
26446406,"Barrio Ruzafa, habitación con balcón",32113606,Virginia,L'EIXAMPLE,RUSSAFA,39.45856,-0.37319,Private room,20,1,14,2019-02-12,1.88,2,278
26446533,Z4 Cor de Jesús,2711989,Like Apartments,PATRAIX,PATRAIX,39.46299,-0.39027,Entire home/apt,65,1,1,2018-08-15,0.15,28,0
26450524,CHIC HOUSE CLOSED TO CENTER VT-44676-V,129996041,Marcos & Sergio,LA SAIDIA,TORMOS,39.48906,-0.37616,Entire home/apt,80,4,36,2019-02-19,4.82,2,257
26459271,Beach Apartment Valencia,83322721,María,POBLATS DEL SUD,EL PERELLONET,39.28058,-0.27589,Entire home/apt,45,7,5,2018-08-29,0.67,2,298
26467435,"Habitación doble, 15 mins del centro, animales si.",45057070,Marta,BENIMACLET,BENIMACLET,39.48505,-0.35714,Private room,75,1,9,2018-09-16,1.30,1,333
26469081,"Very bright apartment near the beach, free wifi.",3982112,Torques,POBLATS MARITIMS,BETERO,39.47516,-0.33464,Entire home/apt,50,5,5,2018-08-29,0.65,3,50
26485574,"Loft with terrace 24m2, pool, garden and garage.",123544025,Aleksei,PATRAIX,VARA DE QUART,39.46063,-0.41382,Entire home/apt,36,7,15,2019-02-12,2.23,1,341
26486708,"Bioparc, acogedor apartamento en  Valencia V46422V",199024385,Natalia,L'OLIVERETA,SOTERNES,39.47164,-0.40904,Entire home/apt,50,2,8,2018-12-28,1.15,1,255
26491386,Apartamento en Residencial con Piscina,116797980,Siro,BENICALAP,BENICALAP,39.49476,-0.40172,Entire home/apt,90,3,3,2018-10-14,0.45,1,142
26492398,XL18 Alameda,2711989,Like Apartments,L'EIXAMPLE,EL PLA DEL REMEI,39.471,-0.36714,Entire home/apt,60,1,0,,,28,310
26497314,Habitación  individual Benicalap,177120607,Maria,BENICALAP,BENICALAP,39.49217,-0.39459,Private room,15,1,3,2018-12-15,0.48,2,357
26499232,Multicolor Ciudad de las Ciencias Privada room,198687307,Julio,QUATRE CARRERES,NA ROVELLA,39.45292,-0.36608,Private room,18,1,3,2019-02-24,0.65,3,360
26507676,Respira el aroma del mediterráneo desde esta marinera casa en Valencia,6133929,Jose Fco.,POBLATS MARITIMS,BETERO,39.47387,-0.33488,Entire home/apt,50,1,2,2019-01-02,0.39,2,295
26508795,ALOJAMIENTO  8 PERSONAS,199372984,"Mai Werg, Coop. V.",L'OLIVERETA,SOTERNES,39.46996,-0.4181,Private room,200,1,3,2019-01-01,0.87,12,339
26510581,citybeachdigs,199377157,Yolanda,EL PLA DEL REAL,CIUTAT UNIVERSITARIA,39.47608,-0.35403,Entire home/apt,65,2,2,2018-08-18,0.25,1,305
26512510,Magnífico apartamento en el CORAZÓN de Valencia,197730673,Jose,L'OLIVERETA,NOU MOLES,39.468,-0.39527,Entire home/apt,60,3,19,2019-02-24,2.43,1,187
26512755,Habitación doble en Valencia,33052149,Marta,L'EIXAMPLE,RUSSAFA,39.46114,-0.372,Private room,40,3,0,,,1,84
26522990,COQUETO PISO EN EL CENTRO HISTÓRICO DE VALENCIA,199189273,Javier,CIUTAT VELLA,EL CARME,39.47873,-0.38093,Entire home/apt,50,2,30,2019-02-12,3.96,1,29
26524082,Habitación doble/baño privado en piso con terraza,175243686,Pauline,CAMINS AL GRAU,AIORA,39.46371,-0.33677,Private room,20,2,0,,,2,22
26526434,"Beautiful,nice and cozy one bedroom apartment. 5 minuets away from the city centre",158504038,Alex,LA SAIDIA,MORVEDRE,39.48512,-0.37544,Entire home/apt,50,3,5,2018-09-22,0.70,1,354
26527532,"Home Away from Home in Russafa, Valencia",199515694,Anna,L'EIXAMPLE,RUSSAFA,39.46359,-0.37285,Entire home/apt,89,3,12,2019-02-21,1.70,1,158
26527760,Playa de Malvarosa,73093006,Elena,POBLATS MARITIMS,LA MALVA-ROSA,39.47978,-0.32894,Entire home/apt,60,3,3,2018-09-30,0.39,4,27
26535292,Sorolla I,83066665,SingularStays,EXTRAMURS,ARRANCAPINS,39.46086,-0.38305,Entire home/apt,71,1,0,,,137,209
26546389,Private Room in a cozy flat,138046711,Jaafar,POBLATS MARITIMS,LA MALVA-ROSA,39.4775,-0.32757,Private room,13,1,22,2019-02-19,2.78,3,75
26548116,Habitación privada de lujo ciudad artes y ciencias,195184288,Karina Mercedes,CAMINS AL GRAU,PENYA-ROJA,39.45526,-0.34362,Private room,40,1,0,,,6,331
26555351,"Apartamento entero, GRATIS: Parkin+Wifi+Piscina",150920780,Irina,BENICALAP,BENICALAP,39.49388,-0.39943,Entire home/apt,37,1,11,2018-12-30,1.43,3,8
26555521,Stunning apartment in the heart of Ruzafa,178175626,Robert,L'EIXAMPLE,RUSSAFA,39.46131,-0.37216,Entire home/apt,87,2,5,2018-11-04,0.69,2,246
26563574,"Fancy Apartment, Ruzafa",28171930,Carles,L'EIXAMPLE,RUSSAFA,39.46056,-0.37647,Entire home/apt,65,2,21,2019-02-21,3.07,3,98
26569038,FELIZ ...COMO EN TU CASA,143959242,Jeanette,RASCANYA,ELS ORRIOLS,39.49315,-0.37076,Private room,25,1,5,2018-11-18,0.65,2,330
26569366,Casa familiar con ganas de conocer gente nueva,199769864,Antonio Daniel,JESUS,L'HORT DE SENABRE,39.45398,-0.38617,Private room,17,1,4,2018-10-06,0.57,2,354
26570772,Center of Valencia - FAST WiFi - Terraza - Balcony,67457998,Alex,CIUTAT VELLA,EL MERCAT,39.47209,-0.37825,Entire home/apt,65,1,24,2019-02-23,3.14,1,302
26579530,APARTAMENTO VALENCIA PLAYA MALVARROSA,199860221,Mirtha,POBLATS MARITIMS,LA MALVA-ROSA,39.47753,-0.33178,Entire home/apt,140,1,10,2019-02-27,1.31,1,363
26586784,A cosy place 2,91866683,Hugo,LA SAIDIA,MORVEDRE,39.48311,-0.37887,Private room,30,2,6,2019-02-17,2.20,2,98
26596808,Alta 2 -  Parking available,933504,Anthony,CIUTAT VELLA,EL CARME,39.47895,-0.37883,Entire home/apt,110,3,9,2019-01-04,1.24,5,108
26603516,Private double room 200m near the beach,67012024,Pablo,POBLATS MARITIMS,LA MALVA-ROSA,39.48017,-0.32677,Private room,29,1,14,2018-11-03,1.78,2,166
26614278,"VALENCIA, PISO CENTRICO",199614053,Jesus,BENIMACLET,BENIMACLET,39.48717,-0.36687,Entire home/apt,70,3,1,2018-08-12,0.15,1,242
26620739,Maritim Apartment with Terrace,197705803,Francesca,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47009,-0.33062,Entire home/apt,79,2,31,2019-02-25,4.06,2,83
26621689,Maritim Apartment Cabanyal,197705803,Francesca,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46573,-0.33143,Entire home/apt,79,2,35,2019-02-26,4.73,2,68
26623248,Casa acogedora,200139680,Javier,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47142,-0.32806,Private room,20,2,34,2019-02-25,4.43,2,13
26626953,Modern Beach Loft with big terrace,57518161,Pobles,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.47306,-0.33115,Entire home/apt,79,2,27,2019-02-20,3.57,1,123
26634101,Apartment Next Town Hall Square,82017091,Rosa,EXTRAMURS,LA ROQUETA,39.46675,-0.37686,Entire home/apt,60,2,4,2018-08-29,0.58,2,0
26638459,Single room close to University,27236974,Toni,EL PLA DEL REAL,JAUME ROIG,39.48159,-0.36156,Private room,15,5,4,2018-09-01,0.57,5,304
26638747,Habitación cómoda para dos,200248863,Oliana,EXTRAMURS,ARRANCAPINS,39.4715,-0.38619,Private room,18,2,23,2019-01-05,2.99,1,34
26649865,"10 minutos de la playa , 10 minutos del centro",74589110,Mihaela,CAMINS AL GRAU,AIORA,39.46463,-0.33771,Entire home/apt,35,1,1,2019-02-23,1,2,157
26654308,"El Carmen, in the city centre",45145853,Francesco,CIUTAT VELLA,EL PILAR,39.47471,-0.38258,Entire home/apt,55,3,5,2019-02-16,1.24,1,113
26660179,Habitacion con dos camas al lado del metro 2..,197004881,Rubén,BENIMACLET,BENIMACLET,39.48497,-0.36168,Private room,16,3,3,2019-01-04,0.39,5,0
26661779,Estudio Moderno y Encantador en el Botánico.,31510352,Maria Victoria,EXTRAMURS,EL BOTANIC,39.47515,-0.38603,Entire home/apt,49,1,67,2019-02-21,8.78,1,41
26668075,ApartUP Guimera Center. WiFi + Pk + AACC,14182776,Alberto,EXTRAMURS,ARRANCAPINS,39.46873,-0.38626,Entire home/apt,60,1,3,2018-08-31,0.40,49,362
26682882,"STYLISH HOUSE BY THE BEACH. TERRACE, A/C & WIFI",39491825,Tanausú,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46579,-0.33112,Entire home/apt,69,2,12,2019-01-03,1.67,2,336
26687395,Spacious 3 bedr apt next to City of Science/Arts,68014010,Denitsa,QUATRE CARRERES,NA ROVELLA,39.45563,-0.36269,Entire home/apt,60,1,3,2018-08-26,0.43,1,219
26688876,Bonito apartamento con BALCÓN  Ruzafa - WIFI (S-3),94675272,Rebeca,L'EIXAMPLE,RUSSAFA,39.45906,-0.37354,Entire home/apt,48,2,15,2019-02-13,2.05,5,165
26696970,FELIZ COMO EN CASA 2,143959242,Jeanette,RASCANYA,ELS ORRIOLS,39.49244,-0.36913,Private room,25,1,1,2018-07-31,0.14,2,330
26705127,Luminoso estudio con terraza en centro de Valencia,200424478,Ramon,EXTRAMURS,ARRANCAPINS,39.46453,-0.38723,Entire home/apt,40,5,9,2018-12-03,1.36,1,6
26712929,Apartment in Ciudad de las Ciencias,200857385,Quique,CAMINS AL GRAU,PENYA-ROJA,39.45854,-0.34506,Entire home/apt,100,3,6,2018-12-03,0.90,1,267
26714961,Charming flat close to AVE station in Valencia,196511717,Mariam,JESUS,LA RAIOSA,39.45802,-0.38512,Entire home/apt,95,2,12,2019-02-01,1.71,2,20
26716698,Valencia Piso lux 92,48575510,Charbel,RASCANYA,TORREFIEL,39.49437,-0.37742,Entire home/apt,90,2,0,,,4,267
26726324,APARTAMENTO FRANCISCO,131401917,Claudia,L'OLIVERETA,NOU MOLES,39.47323,-0.39628,Entire home/apt,70,2,2,2018-09-30,0.27,4,202
26729036,Ruzafa luminoso y acogedor apartamento de diseño,155068046,Marta,L'EIXAMPLE,RUSSAFA,39.46121,-0.37454,Entire home/apt,70,2,10,2018-12-02,1.40,1,271
26730764,Cosy app perfect for a family with a small kid,1328225,Pavla,L'OLIVERETA,SOTERNES,39.47228,-0.40904,Entire home/apt,32,3,5,2018-09-05,0.77,2,34
26738398,Habitación privada zona del río,201053439,María José,L'OLIVERETA,NOU MOLES,39.472,-0.39681,Private room,20,2,4,2018-12-02,0.52,1,207
26748611,"Double room with private terrace, well comunicated",78807464,Vic,ALGIROS,L'ILLA PERDUDA,39.47039,-0.33929,Private room,35,3,15,2019-02-11,2.09,1,130
26751528,Big double bed close to BEACH,7670279,Victor,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46945,-0.33173,Private room,25,3,1,2018-07-29,0.14,17,180
26751615,individual room close to BEACH,7670279,Victor,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46769,-0.3331,Private room,20,3,0,,,17,150
26752246,Apartamento junto Ciudad de las Ciencias Valencia,201161410,Juan,QUATRE CARRERES,MONT-OLIVET,39.45879,-0.35863,Entire home/apt,58,1,63,2019-02-27,8.15,1,247
26765683,Quevedo I,83066665,SingularStays,CIUTAT VELLA,SANT FRANCESC,39.47089,-0.38063,Entire home/apt,71,1,1,2018-11-05,0.26,137,191
26771286,Hospedaje Valencia,199849937,Lily,CAMPANAR,CAMPANAR,39.48502,-0.3927,Private room,65,1,3,2018-11-18,0.44,1,172
26773417,APARTAMENTO CERCA DEL CENTRO,181991807,Ana,CAMPANAR,LES TENDETES,39.48356,-0.38391,Entire home/apt,70,2,9,2018-12-08,1.31,1,349
26774077,Private Room Las Artes y las Ciencias,199263157,Andreina,CAMINS AL GRAU,PENYA-ROJA,39.45923,-0.34891,Private room,22,2,21,2019-02-20,2.83,1,27
26776086,"Piso moderno y acogedor, excelente ubicación.",195340608,Ximena,EL PLA DEL REAL,JAUME ROIG,39.48236,-0.3628,Entire home/apt,97,2,3,2018-11-18,0.45,1,355
26781286,Duplex acogedor,199764884,Servicios Inmobiliarios Lena S.L,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46479,-0.33073,Entire home/apt,74,6,1,2018-08-22,0.16,1,358
26790284,Beach Malvarossa  ( Playa) Valencia capital 3,170744815,Jose,POBLATS MARITIMS,LA MALVA-ROSA,39.47617,-0.32796,Private room,15,7,3,2018-08-28,0.43,4,272
26791397,INDIvIDUAL ROOM (C),101693440,Ania,CAMINS AL GRAU,AIORA,39.46506,-0.34319,Private room,17,25,2,2019-01-29,0.28,3,219
26793231,Habitación para vacaciones 20€ por persona y noche,201483524,Nohra,LA SAIDIA,TORMOS,39.49049,-0.37921,Private room,60,1,11,2019-01-17,1.49,2,85
26794580,New General,153072572,Tangerine,QUATRE CARRERES,NA ROVELLA,39.4559,-0.36157,Entire home/apt,85,3,8,2019-02-24,1.07,10,341
26805287,Precioso apartamento en el corazón de Valencia,32000474,Denise,CIUTAT VELLA,EL CARME,39.47763,-0.37723,Entire home/apt,85,3,5,2018-11-04,0.69,1,198
26810660,Vivienda con mucha luz y muy bien situada.,201564934,Maria José,L'OLIVERETA,LA FONTSANTA,39.4652,-0.41031,Private room,60,1,4,2018-08-06,0.53,1,364
26811364,A comfortable spot to live Valencia (Wifi+Netflix),18592112,Maria,EXTRAMURS,EL BOTANIC,39.47385,-0.38696,Entire home/apt,55,2,31,2019-02-25,4.79,1,150
26811787,The best choice,201620968,Jose,EXTRAMURS,LA ROQUETA,39.46659,-0.37889,Private room,60,1,0,,,1,361
26811878,"Barrio Ruzafa, habitación privada.",32113606,Virginia,L'EIXAMPLE,RUSSAFA,39.4599,-0.37239,Private room,20,1,4,2019-01-05,0.62,2,307
26812625,Mestalla apartment,641261,Juan,EL PLA DEL REAL,MESTALLA,39.46999,-0.35615,Entire home/apt,57,4,12,2019-01-28,1.76,4,40
26821510,LUZ·PLAYA·CABANYAL·120M·3HAB·AA,201713900,Rosa Maria,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46567,-0.32821,Entire home/apt,95,3,7,2018-11-20,1.00,1,72
26822118,Beautiful room with balcony for students,172993215,Help,CAMINS AL GRAU,AIORA,39.46534,-0.34888,Private room,22,7,0,,,65,242
26822864,"Spacious room for students, Camins al Grau",172993215,Help,CAMINS AL GRAU,AIORA,39.46648,-0.34961,Private room,23,7,0,,,65,227
26823970,Beautiful room for students in Camins al Grau,172993215,Help,CAMINS AL GRAU,AIORA,39.46706,-0.34909,Private room,22,7,0,,,65,364
26825245,Large room for students in Camins al Grau,172993215,Help,CAMINS AL GRAU,AIORA,39.46634,-0.35005,Private room,22,7,0,,,65,242
26825980,Cozy and bright room for students,172993215,Help,CAMINS AL GRAU,AIORA,39.46676,-0.34994,Private room,22,7,1,2018-09-05,0.17,65,242
26827450,"Beautiful apartment for students, Camins al Grau",172993215,Help,CAMINS AL GRAU,AIORA,39.46559,-0.34994,Entire home/apt,90,7,0,,,65,227
26834217,Stanza con bagno privato di fronte al parco Turia,39609507,Francesco,L'OLIVERETA,SOTERNES,39.4729,-0.40997,Private room,50,2,0,,,1,53
26834590,Big Flat at center of Valencia. WIFI,123160301,Eric,L'EIXAMPLE,RUSSAFA,39.46673,-0.37589,Entire home/apt,90,2,1,2019-02-12,1,17,143
26837085,Boutique Creative Rooms,201820080,Creative,CIUTAT VELLA,SANT FRANCESC,39.47059,-0.37718,Private room,100,1,0,,,4,311
26844277,Atlantis 42,178009159,Anastasiia,POBLATS MARITIMS,EL GRAU,39.4592,-0.31708,Entire home/apt,175,1,7,2018-11-18,0.99,4,304
26857575,El Gosset Pet friendly. WiFi + AACC + 4Pax,165999718,Stefano,CAMINS AL GRAU,AIORA,39.46871,-0.34896,Entire home/apt,45,3,5,2018-12-02,0.67,2,88
26857863,Stroll to Sandy Malvarrosa beach from 2-Level Loft,16596768,Filippo,POBLATS MARITIMS,CABANYAL-CANYAMELAR,39.46677,-0.32992,Entire home/apt,67,2,30,2019-02-25,4.23,2,264
26858863,LOVELY LOFT NEAR PALAU DE CONGRESSOS VALENCIA,24355582,Raquel,POBLATS DE L'OEST,BENIMAMET,39.50135,-0.40814,Entire home/apt,75,3,14,2019-01-29,1.89,1,78
26858909,El Senyoret. WiFi + AACC + 5 Pax,165999718,Stefano,CAMINS AL GRAU,AIORA,39.46784,-0.3491,Entire home/apt,50,2,10,2019-02-23,1.42,2,84
26868299,Habitación en Benimaclet,29610078,Silvia,BENIMACLET,BENIMACLET,39.48742,-0.36505,Private room,11,28,0,,,8,242
26868673,Charming room in an unbeatable location,114864057,Nathalia,CAMINS AL GRAU,AIORA,39.46754,-0.34148,Private room,21,3,17,2019-02-24,2.34,7,352
26882844,Piso en Valencia a 10 min andando de Plaza España,202205670,Ian,PATRAIX,PATRAIX,39.46694,-0.39192,Entire home/apt,53,2,3,2018-08-19,0.43,1,147
26886334,Private individual apartment,201752165,Luis Eduardo,L'EIXAMPLE,RUSSAFA,39.46081,-0.3765,Entire home/apt,100,1,2,2019-01-08,0.26,1,58
26889454,Piso acogedor a estrenar en el corazón de ruzafa.,162762547,Giusi,L'EIXAMPLE,RUSSAFA,39.4618,-0.36867,Entire home/apt,60,2,2,2018-12-03,0.59,1,75
26892617,Cerca del Mar y de la Ciudad de las Ciencias,202291129,María Angeles,ALGIROS,CIUTAT JARDI,39.4737,-0.34779,Entire home/apt,95,3,2,2018-08-27,0.27,1,53
26893115,Beautiful room in fantastic location.,114864057,Nathalia,CAMINS AL GRAU,AIORA,39.46615,-0.34177,Private room,21,3,14,2019-02-17,1.94,7,166
26896006,Confortable  room in fabulous place.,114864057,Nathalia,CAMINS AL GRAU,AIORA,39.46762,-0.34298,Private room,20,3,26,2019-02-11,3.56,7,66
26897435,full floor for 2 or more people arts and sciences,195184288,Karina Mercedes,QUATRE CARRERES,CIUTAT DE LES ARTS I DE LES CIENCIES,39.45507,-0.35979,Entire home/apt,100,2,0,,,6,339
